date,tau,m,IV
2020-01-02,0.0273972602739726,-0.5108256237659907,0.28684452445817454
2020-01-02,0.0273972602739726,-0.2231435513142097,0.2357493862825393
2020-01-02,0.0273972602739726,-0.10536051565782628,0.22430573360591008
2020-01-02,0.0273972602739726,-0.05129329438755058,0.2208962105227156
2020-01-02,0.0273972602739726,-0.025317807984289897,0.21967071258937357
2020-01-02,0.0273972602739726,0.0,0.2187339137150992
2020-01-02,0.0273972602739726,0.024692612590371414,0.2180652702656111
2020-01-02,0.0273972602739726,0.04879016416943205,0.21764602328825586
2020-01-02,0.0273972602739726,0.09531017980432493,0.21748849658651875
2020-01-02,0.0273972602739726,0.1823215567939546,0.21949920988117727
2020-01-02,0.0273972602739726,0.26236426446749106,0.22400200605535753
2020-01-02,0.0273972602739726,0.4054651081081644,0.2383879760657709
2020-01-02,0.0273972602739726,0.5596157879354227,0.26297653827467576
2020-01-02,0.0273972602739726,0.6931471805599453,0.2918982097569139
2020-01-02,0.0821917808219178,-0.5108256237659907,0.28036082655320893
2020-01-02,0.0821917808219178,-0.2231435513142097,0.23012670924552678
2020-01-02,0.0821917808219178,-0.10536051565782628,0.21903557645561383
2020-01-02,0.0821917808219178,-0.05129329438755058,0.21578787439028538
2020-01-02,0.0821917808219178,-0.025317807984289897,0.21464012004262398
2020-01-02,0.0821917808219178,0.0,0.21377909634898398
2020-01-02,0.0821917808219178,0.024692612590371414,0.213184356895471
2020-01-02,0.0821917808219178,0.04879016416943205,0.21283723292042633
2020-01-02,0.0821917808219178,0.09531017980432493,0.2128189387537505
2020-01-02,0.0821917808219178,0.1823215567939546,0.21509007359883411
2020-01-02,0.0821917808219178,0.26236426446749106,0.21983243437656103
2020-01-02,0.0821917808219178,0.4054651081081644,0.23464669945432506
2020-01-02,0.0821917808219178,0.5596157879354227,0.25969662844569663
2020-01-02,0.0821917808219178,0.6931471805599453,0.2890179540134211
2020-01-02,0.1643835616438356,-0.5108256237659907,0.27097031199209853
2020-01-02,0.1643835616438356,-0.2231435513142097,0.22202772598634604
2020-01-02,0.1643835616438356,-0.10536051565782628,0.21146537302650756
2020-01-02,0.1643835616438356,-0.05129329438755058,0.20846040248797806
2020-01-02,0.1643835616438356,-0.025317807984289897,0.20742926351883764
2020-01-02,0.1643835616438356,0.0,0.2066819025961492
2020-01-02,0.1643835616438356,0.024692612590371414,0.20619801913659888
2020-01-02,0.1643835616438356,0.04879016416943205,0.20595907966502006
2020-01-02,0.1643835616438356,0.09531017980432493,0.20614963430093616
2020-01-02,0.1643835616438356,0.1823215567939546,0.2088114014716575
2020-01-02,0.1643835616438356,0.26236426446749106,0.21391310915470435
2020-01-02,0.1643835616438356,0.4054651081081644,0.2293698168334944
2020-01-02,0.1643835616438356,0.5596157879354227,0.2551117959985659
2020-01-02,0.1643835616438356,0.6931471805599453,0.28503260269452013
2020-01-02,0.2493150684931507,-0.5108256237659907,0.2616891443272013
2020-01-02,0.2493150684931507,-0.2231435513142097,0.21408114066677614
2020-01-02,0.2493150684931507,-0.10536051565782628,0.2040651935313479
2020-01-02,0.2493150684931507,-0.05129329438755058,0.20131104557051072
2020-01-02,0.2493150684931507,-0.025317807984289897,0.20040040915917526
2020-01-02,0.2493150684931507,0.0,0.1997704997664701
2020-01-02,0.2493150684931507,0.024692612590371414,0.19940116750068124
2020-01-02,0.2493150684931507,0.04879016416943205,0.1992740186826838
2020-01-02,0.2493150684931507,0.09531017980432493,0.1996803837479449
2020-01-02,0.2493150684931507,0.1823215567939546,0.20274580432182515
2020-01-02,0.2493150684931507,0.26236426446749106,0.2082188371403693
2020-01-02,0.2493150684931507,0.4054651081081644,0.22433940217355286
2020-01-02,0.2493150684931507,0.5596157879354227,0.2507964998514478
2020-01-02,0.2493150684931507,0.6931471805599453,0.2813367703799059
2020-01-02,0.33424657534246577,-0.5108256237659907,0.25283726471134527
2020-01-02,0.33424657534246577,-0.2231435513142097,0.20656384339624742
2020-01-02,0.33424657534246577,-0.10536051565782628,0.19709430208522943
2020-01-02,0.33424657534246577,-0.05129329438755058,0.19459097670208453
2020-01-02,0.33424657534246577,-0.025317807984289897,0.1938008428485541
2020-01-02,0.33424657534246577,0.0,0.19328838498583217
2020-01-02,0.33424657534246577,0.024692612590371414,0.19303360391380475
2020-01-02,0.33424657534246577,0.04879016416943205,0.1930182457493887
2020-01-02,0.33424657534246577,0.09531017980432493,0.19364042124399478
2020-01-02,0.33424657534246577,0.1823215567939546,0.197109495221034
2020-01-02,0.33424657534246577,0.26236426446749106,0.20295385317507542
2020-01-02,0.33424657534246577,0.4054651081081644,0.21973827556265252
2020-01-02,0.33424657534246577,0.5596157879354227,0.24691049175337082
2020-01-02,0.33424657534246577,0.6931471805599453,0.27807022611433285
2020-01-02,0.41643835616438357,-0.5108256237659907,0.24467966900075896
2020-01-02,0.41643835616438357,-0.2231435513142097,0.19969777898759075
2020-01-02,0.41643835616438357,-0.10536051565782628,0.1907570175066472
2020-01-02,0.41643835616438357,-0.05129329438755058,0.18849642365030128
2020-01-02,0.41643835616438357,-0.025317807984289897,0.1878229051752918
2020-01-02,0.41643835616438357,0.0,0.18742411008352144
2020-01-02,0.41643835616438357,0.024692612590371414,0.18728018500545673
