date,obs_fraction
2023-08-03,0.187988
2023-08-04,0.184082
2023-08-07,0.183105
2023-08-08,0.162354
2023-08-09,0.191650
2023-08-10,0.186279
2023-08-11,0.163330
2023-08-14,0.179932
2023-08-15,0.131592
2023-08-16,0.164307
2023-08-17,0.175781
2023-08-18,0.133301
2023-08-21,0.167725
2023-08-22,0.160889
2023-08-23,0.168945
2023-08-24,0.162598
2023-08-25,0.171387
2023-08-28,0.165527
2023-08-29,0.163818
2023-08-30,0.151855
2023-08-31,0.163086
2023-09-01,0.166504
2023-09-05,0.165771
2023-09-06,0.165039
2023-09-07,0.151367
2023-09-08,0.163330
2023-09-11,0.156006
2023-09-12,0.153809
2023-09-13,0.152832
2023-09-14,0.155762
2023-09-15,0.154297
2023-09-18,0.149902
2023-09-19,0.153564
2023-09-20,0.140137
2023-09-21,0.167236
2023-09-22,0.160645
2023-09-25,0.162598
2023-09-26,0.167725
2023-09-27,0.151367
2023-09-28,0.156738
2023-09-29,0.178223
2023-10-02,0.190430
2023-10-03,0.191650
2023-10-04,0.193604
2023-10-05,0.186768
2023-10-06,0.194824
2023-10-09,0.150879
2023-10-10,0.189941
2023-10-11,0.188232
2023-10-12,0.149414
2023-10-13,0.153564
2023-10-16,0.183350
2023-10-17,0.187012
2023-10-18,0.176514
2023-10-19,0.178223
2023-10-20,0.184570
2023-10-23,0.180664
2023-10-24,0.180176
2023-10-25,0.152344
2023-10-26,0.182373
2023-10-27,0.185547
2023-10-30,0.184814
2023-10-31,0.182373
2023-11-01,0.181396
2023-11-02,0.170898
2023-11-03,0.174805
2023-11-06,0.178955
2023-11-07,0.181152
2023-11-08,0.164307
2023-11-09,0.170166
2023-11-10,0.173584
2023-11-13,0.162354
2023-11-14,0.133789
2023-11-15,0.168213
2023-11-16,0.125488
2023-11-17,0.162598
2023-11-20,0.182373
2023-11-21,0.175781
2023-11-22,0.191162
2023-11-24,0.211426
2023-11-27,0.181396
2023-11-28,0.203857
2023-11-29,0.201660
2023-11-30,0.204346
2023-12-01,0.206299
2023-12-04,0.204590
2023-12-05,0.203125
2023-12-06,0.200195
2023-12-07,0.193359
2023-12-08,0.204102
2023-12-11,0.189697
2023-12-12,0.192871
2023-12-13,0.183594
2023-12-14,0.185059
2023-12-15,0.185791
2023-12-18,0.152588
2023-12-19,0.174316
2023-12-20,0.152832
2023-12-21,0.185791
2023-12-22,0.194580
2023-12-26,0.169922
2023-12-27,0.176025
2023-12-28,0.174316
2023-12-29,0.189453
2024-01-02,0.165039
2024-01-03,0.180420
2024-01-04,0.182861
2024-01-05,0.207031
2024-01-08,0.182617
2024-01-09,0.190918
2024-01-10,0.203125
2024-01-11,0.172363
2024-01-12,0.196045
2024-01-16,0.182373
2024-01-17,0.194580
2024-01-18,0.191162
2024-01-19,0.188965
2024-01-22,0.206543
2024-01-23,0.161865
2024-01-24,0.161377
2024-01-25,0.203613
2024-01-26,0.176025
2024-01-29,0.223633
2024-01-30,0.225830
2024-01-31,0.194336
2024-02-01,0.217773
2024-02-02,0.219238
2024-02-05,0.232666
2024-02-06,0.185547
2024-02-07,0.183105
2024-02-08,0.239746
2024-02-09,0.216064
2024-02-12,0.221924
2024-02-13,0.214844
2024-02-14,0.222168
2024-02-15,0.203613
2024-02-16,0.213623
2024-02-20,0.211182
2024-02-21,0.176270
2024-02-22,0.171631
2024-02-23,0.218018
2024-02-26,0.214600
2024-02-27,0.177734
2024-02-28,0.177734
2024-02-29,0.220215
2024-03-01,0.205811
2024-03-04,0.219727
2024-03-05,0.215820
2024-03-06,0.222168
2024-03-07,0.214844
2024-03-08,0.221191
2024-03-11,0.211182
2024-03-12,0.191895
2024-03-13,0.199707
2024-03-14,0.200439
2024-03-15,0.203125
2024-03-18,0.196533
2024-03-19,0.201904
2024-03-20,0.198242
2024-03-21,0.208008
2024-03-22,0.169678
2024-03-25,0.211182
2024-03-26,0.180908
2024-03-27,0.197510
2024-03-28,0.172607
2024-04-01,0.207520
2024-04-02,0.216797
2024-04-03,0.206299
2024-04-04,0.215332
2024-04-05,0.222168
2024-04-08,0.215576
2024-04-09,0.215576
2024-04-10,0.220947
2024-04-11,0.219971
2024-04-12,0.212891
2024-04-15,0.214844
2024-04-16,0.211914
2024-04-17,0.207031
2024-04-18,0.206543
2024-04-19,0.197754
2024-04-22,0.200684
2024-04-23,0.197754
2024-04-24,0.190918
2024-04-25,0.199219
2024-04-26,0.096191
2024-04-29,0.101318
2024-04-30,0.202148
2024-05-01,0.117432
2024-05-02,0.110840
2024-05-03,0.191895
2024-05-06,0.119629
2024-05-07,0.124023
2024-05-08,0.222656
2024-05-09,0.123779
2024-05-10,0.194336
2024-05-13,0.119629
2024-05-14,0.173828
2024-05-15,0.211426
2024-05-16,0.117188
2024-05-17,0.215820
2024-05-20,0.122314
2024-05-21,0.123779
2024-05-22,0.123779
2024-05-23,0.125488
2024-05-24,0.174072
2024-05-28,0.171875
2024-05-29,0.127441
2024-05-30,0.220459
2024-05-31,0.181641
2024-06-03,0.209961
2024-06-04,0.182129
2024-06-05,0.224365
2024-06-06,0.219238
2024-06-07,0.197266
2024-06-10,0.135254
2024-06-11,0.223633
2024-06-12,0.170166
2024-06-13,0.174805
2024-06-14,0.195312
2024-06-17,0.126465
2024-06-18,0.215576
2024-06-20,0.221436
2024-06-21,0.135254
2024-06-24,0.220459
2024-06-25,0.217529
2024-06-26,0.146973
2024-06-27,0.142822
2024-06-28,0.234619
2024-07-01,0.159180
2024-07-02,0.238525
2024-07-03,0.235352
2024-07-05,0.158691
2024-07-08,0.228760
2024-07-09,0.220459
2024-07-10,0.226807
2024-07-11,0.232178
2024-07-12,0.149414
2024-07-15,0.220215
2024-07-16,0.219727
2024-07-17,0.225098
2024-07-18,0.219238
2024-07-19,0.152344
2024-07-22,0.224609
2024-07-23,0.221191
2024-07-24,0.225830
2024-07-25,0.195801
2024-07-26,0.211670
2024-07-29,0.212646
2024-07-30,0.212646
2024-07-31,0.221436
2024-08-01,0.217041
2024-08-02,0.228760
2024-08-05,0.230225
2024-08-06,0.241211
2024-08-07,0.241211
2024-08-08,0.209717
2024-08-09,0.239502
2024-08-12,0.218750
2024-08-13,0.217773
2024-08-14,0.206055
2024-08-15,0.209961
2024-08-16,0.188965
2024-08-19,0.224609
2024-08-20,0.236572
2024-08-21,0.230469
2024-08-22,0.229492
2024-08-23,0.221924
2024-08-26,0.228271
2024-08-27,0.212402
2024-08-28,0.223877
2024-08-29,0.226318
2024-08-30,0.205322
2024-09-03,0.169678
2024-09-04,0.227783
2024-09-05,0.204102
2024-09-06,0.239990
2024-09-09,0.237793
2024-09-10,0.235352
2024-09-11,0.230713
2024-09-12,0.230713
2024-09-13,0.222412
2024-09-16,0.214844
2024-09-17,0.220215
2024-09-18,0.201904
2024-09-19,0.223877
2024-09-20,0.221436
2024-09-23,0.232422
2024-09-24,0.219971
2024-09-25,0.216797
2024-09-26,0.198975
2024-09-27,0.169189
2024-09-30,0.232178
2024-10-01,0.219238
2024-10-02,0.233154
2024-10-03,0.212646
2024-10-04,0.228271
2024-10-07,0.219971
2024-10-08,0.232422
2024-10-09,0.226318
2024-10-10,0.227295
2024-10-11,0.213867
2024-10-14,0.165771
2024-10-15,0.187744
2024-10-16,0.200928
2024-10-17,0.192139
2024-10-18,0.209229
2024-10-21,0.205566
2024-10-22,0.163330
2024-10-23,0.179443
2024-10-24,0.193115
2024-10-25,0.160400
2024-10-28,0.213867
2024-10-29,0.172363
2024-10-30,0.217773
2024-10-31,0.213623
2024-11-01,0.218018
2024-11-04,0.204590
2024-11-05,0.220703
2024-11-06,0.207520
2024-11-07,0.202881
2024-11-08,0.221680
2024-11-11,0.180420
2024-11-12,0.218506
2024-11-13,0.178467
2024-11-14,0.215820
2024-11-15,0.219482
2024-11-18,0.219238
2024-11-19,0.222168
2024-11-20,0.238525
2024-11-21,0.233887
2024-11-22,0.231201
2024-11-25,0.240723
2024-11-26,0.241943
2024-11-27,0.238281
2024-11-29,0.243652
2024-12-02,0.218994
2024-12-03,0.239746
2024-12-04,0.238770
2024-12-05,0.196533
2024-12-06,0.238037
2024-12-09,0.246094
2024-12-10,0.245361
2024-12-11,0.237549
2024-12-12,0.245850
2024-12-13,0.236084
2024-12-16,0.234131
2024-12-17,0.228516
2024-12-18,0.237061
2024-12-19,0.241699
2024-12-20,0.241455
2024-12-23,0.241455
2024-12-24,0.237061
2024-12-26,0.226074
2024-12-27,0.231934
2024-12-30,0.239502
2024-12-31,0.238525
