epoch,train_loss,train_mae,train_kl,train_tv,train_arb,val_mae,val_kl,lr,beta
14,3.7056529802434586,0.06207395607934279,3.529679445659413,0.02024826067773735,0.006090897929799908,0.0834579449146986,2.066050559282303,0.001,0.7
15,4.183455242830164,0.05973224714398384,3.8649871349334717,0.02223053333513877,0.00599220408784116,0.08060951717197895,187.60179328918457,0.001,0.75
16,4.275868640226476,0.058269305045113844,3.30670733311597,0.02060633437598453,0.005240767125916832,0.08808223903179169,2.920529991388321,0.001,0.8
17,4.612691093893612,0.05761042741291663,3.10069434783038,0.019216563443050665,0.00430940738057389,0.09235705621540546,1.7991792857646942,0.001,0.85
18,5.515503911411061,0.0590687768862528,4.371794283390045,0.019782676854554343,0.00518699739511837,0.08857659623026848,3.3318453431129456,0.0005,0.9
19,5.432161134832046,0.05697645794819383,3.636055448476006,0.018247685997801667,0.0053341773283832215,0.08227445557713509,6.54809844493866,0.0005,0.95
20,5.0712348433101875,0.05669599464711021,2.437947550240685,0.016906591241850573,0.003813107087112525,0.08375171571969986,1.239022135734558,0.0005,1.0
21,5.056794895845301,0.05674087080885382,2.4733777466942284,0.016237931764301133,0.002701446592040798,0.08755894750356674,3.251847803592682,0.0005,1.0
22,5.082816712996539,0.056617563261705285,1.714338712832507,0.01616746691219947,0.002604550955926671,0.08414953388273716,3.6932209730148315,0.0005,1.0
23,5.056580795961268,0.05653459841714186,2.577741931466495,0.016263757777564666,0.0023067776825936403,0.08815917186439037,3.9524192810058594,0.0005,1.0
24,5.056962097392363,0.056917899452588135,2.9101594826754402,0.015916032168795082,0.0022089126492466997,0.08867942169308662,3.838089644908905,0.0005,1.0
25,5.056670188903809,0.05662555576247327,3.350069845423979,0.01701652959865682,0.0022316215943325966,0.083711177110672,4.466912746429443,0.0005,1.0
26,5.064481286441579,0.056858009932672274,1.7462233515346752,0.016690168310614192,0.0023747788851752,0.0859424751251936,3.418622136116028,0.0005,1.0
27,5.0930642520680145,0.05705785860910135,2.7988595103516296,0.01676217477549525,0.002194221514989348,0.09411028213799,0.991226390004158,0.0005,1.0
28,5.057830754448386,0.05778392930241192,1.848754462073831,0.017008829697528306,0.0023396669010467388,0.0986549723893404,2.600666046142578,0.0005,1.0
29,5.109376458560719,0.05836512455168892,2.5226664718459633,0.017189221347079557,0.002470605869722717,0.09121507778763771,1.8097164630889893,0.00025,1.0
30,5.08061871809118,0.05707453826771063,1.9159551893963533,0.016220771871945438,0.0021238790222388856,0.08664359524846077,2.0112855434417725,0.00025,1.0
31,5.056258510140812,0.05622077141614521,1.4189504945979399,0.015556533053955612,0.001885910244549022,0.08790438063442707,1.7994204759597778,0.00025,1.0
32,5.056405908921185,0.05637115897501216,1.3791484622394337,0.015618623617817374,0.0017393235911560409,0.08605462498962879,1.683775395154953,0.00025,1.0
33,5.056235229267793,0.056201422039200276,1.4388487689635332,0.015501730034456533,0.0016941205488846583,0.08294465020298958,1.869141474366188,0.00025,1.0
34,5.056058406829834,0.056023393483722914,1.6672000885009766,0.015753783778670954,0.0017512023777646176,0.08433202095329762,2.2227741181850433,0.00025,1.0
35,5.055918974034927,0.0558843711281524,2.0344416183583878,0.01562611309482771,0.0017313512096948484,0.08424446173012257,2.639761373400688,0.00025,1.0
36,5.055546620312859,0.05550833747667425,2.1787878274917603,0.0164115404819741,0.0019134282791877493,0.08351809345185757,2.837587907910347,0.00025,1.0
37,5.0553397571339325,0.05530266923939481,2.4986672962413117,0.01639109258266056,0.0018494655515122064,0.0904710628092289,3.3276194036006927,0.00025,1.0
38,5.185506119447596,0.05485107990748742,3.2808738736545338,0.016370176502010402,0.0018079258118043927,0.08659967593848705,3.189245656132698,0.00025,1.0
39,5.055490016937256,0.05545274606522392,1.1923783211147083,0.01706707658355727,0.0018627515870749073,0.08596008643507957,0.8555753901600838,0.00025,1.0
40,5.055783580331242,0.05575071976465337,0.9859941566691679,0.015732276417753276,0.0016459036166505778,0.08836576342582703,1.0898751616477966,0.000125,1.0
41,5.055424297557158,0.05539298276690876,1.2577560894629534,0.016075487851220017,0.0015662250054233214,0.08425464853644371,1.2108868211507797,0.000125,1.0
42,5.05555180942311,0.05552126160439323,1.2891609318116133,0.015749487368499532,0.0015277662314474583,0.08328689448535442,1.3147732615470886,0.000125,1.0
43,5.0557950244230385,0.05576253791942316,1.3601727836272295,0.01647245664806927,0.0016239774961243657,0.0859839878976345,1.410639226436615,0.000125,1.0
44,5.055645381703096,0.05561490313095205,1.5206962262882906,0.016047327067045605,0.001519727780867149,0.0861488152295351,1.5984587371349335,0.000125,1.0
45,5.055228569928338,0.05519863941213664,1.6227871530196245,0.015786865233060193,0.0014954506803084822,0.08972622826695442,1.6880332827568054,0.000125,1.0
46,5.05485414056217,0.054820951731765974,1.8195007057750927,0.01725017377997146,0.001658516949700082,0.08558822609484196,2.0610384345054626,0.000125,1.0
47,5.054857366225299,0.054824967594707716,2.007215892567354,0.016564574202193934,0.0016131407704533024,0.08538883551955223,2.2254664301872253,0.000125,1.0
48,5.054337473476634,0.05430269504294676,2.2108888626098633,0.017188212998649654,0.0017409261233885499,0.08871184848248959,2.4781525284051895,0.000125,1.0
49,5.054232148563161,0.05419756932293668,2.526714142631082,0.01730086709208348,0.0017291075645891182,0.08788705803453922,2.8457996547222137,0.000125,1.0
50,5.0542755126953125,0.05424123849062359,2.622097737648908,0.0168482290361734,0.0017152462524416693,0.08827810734510422,3.0501924753189087,0.000125,1.0
51,5.053797609665814,0.053762549205737954,3.1095472924849568,0.017514558508992195,0.001751903519856141,0.08787211775779724,3.6204264163970947,6.25e-05,1.0
52,5.053455352783203,0.0534179044120452,3.2482217760647045,0.018413443447035903,0.0018771228805074796,0.08719516731798649,3.6994816958904266,6.25e-05,1.0
53,5.1368732732885025,0.05351304569665123,3.6544426328995647,0.01640687006361344,0.001564720953705118,0.08803064189851284,3.4247641265392303,6.25e-05,1.0
54,5.053547999438117,0.053514958742786854,2.1175127941019394,0.017428009825594285,0.001652225838316714,0.08706009015440941,1.528623253107071,6.25e-05,1.0
55,5.054219498353846,0.05418961363680223,1.4905087597229902,0.016646509770961368,0.001492105212117381,0.08978846669197083,1.3939011991024017,6.25e-05,1.0
56,5.054072884952321,0.05404008793480256,1.602337732034571,0.017446337377323824,0.0016401309095432654,0.08785204589366913,1.5016897022724152,6.25e-05,1.0
57,5.05394983291626,0.05391892286784509,1.629976560087765,0.016740267548490975,0.0015491943203789346,0.0882311724126339,1.6834542602300644,6.25e-05,1.0
58,5.054453737595502,0.05442231893539429,1.7741327285766602,0.016923757379545885,0.0015747113536824198,0.08967593684792519,1.8293148577213287,6.25e-05,1.0
59,5.053711835075827,0.0536800235071603,1.914214064093197,0.016819765024325427,0.0015876742819433704,0.08812127262353897,2.024484395980835,6.25e-05,1.0
60,5.053470583523021,0.053435583544128085,2.1395267528646134,0.017931892810498968,0.0017495944219477037,0.08935724198818207,2.1616037636995316,6.25e-05,1.0
61,5.0532231050379135,0.05319259074680945,2.3354792033924774,0.016623901751111534,0.0015249418039970538,0.08834017254412174,2.359844535589218,6.25e-05,1.0
62,5.05282735824585,0.05279325496624498,2.4157194880878223,0.01774393131627756,0.0017033603371066205,0.08602112717926502,2.536804586648941,3.125e-05,1.0
63,5.052819364211139,0.05278755286160637,2.543997484094956,0.017141507061965326,0.0015884960303083062,0.08808176964521408,2.6258960962295532,3.125e-05,1.0
64,5.052282052881577,0.0522496025351917,2.63772720449111,0.017340347280397135,0.0016212297589792049,0.0877589825540781,2.6804961562156677,3.125e-05,1.0
65,5.053179909201229,0.05314771962516448,2.7197912721072925,0.017332560547134456,0.0016069379703634802,0.0879927147179842,2.789269506931305,3.125e-05,1.0
66,5.052728709052591,0.05269644387504634,2.8285939553204704,0.017418421695337576,0.0016119372757042155,0.08651760779321194,2.8964977264404297,3.125e-05,1.0
67,5.052060604095459,0.05202777355032809,2.9187641985276165,0.017402752576505438,0.0016431300558478518,0.08817294985055923,2.983941525220871,3.125e-05,1.0
68,5.052624646355124,0.05259177044910543,2.9322304725646973,0.017356092219843584,0.0016423591878265142,0.0867480393499136,3.0935312509536743,3.125e-05,1.0
69,5.052343340481029,0.05230989964569316,3.2392165029750153,0.01772167193977272,0.0016690522624070152,0.08773280307650566,3.330085963010788,3.125e-05,1.0
70,5.052512224982767,0.05247900569263626,3.2724809927098892,0.017569892327575123,0.001657702836810666,0.08671639114618301,3.402279853820801,3.125e-05,1.0
71,5.052406451281379,0.052373931688420916,3.3582301139831543,0.017410177080070272,0.0016254353172638837,0.08767183683812618,3.5083559155464172,3.125e-05,1.0
72,5.093314956216251,0.052171992685864955,3.5378453310798195,0.016936056754168344,0.0015711703077506494,0.08713183924555779,2.7413873970508575,3.125e-05,1.0
73,5.052311224095962,0.052279981620171494,2.5101074190700756,0.016852781505269164,0.0015615369604133507,0.08709913492202759,2.374312251806259,1.5625e-05,1.0
74,5.052270160001867,0.05223814157002112,2.44637296480291,0.017338706509155387,0.001605261370594449,0.08665687777101994,2.3502398431301117,1.5625e-05,1.0
75,5.052259613485897,0.0522286528173615,2.3832608391256893,0.017014572287307066,0.0015484004774514366,0.088300796225667,2.315581738948822,1.5625e-05,1.0
76,5.052076816558838,0.052044783664100314,2.5320643186569214,0.017353556064121863,0.0016024311703136738,0.08715674467384815,2.478232651948929,1.5625e-05,1.0
77,5.051877470577464,0.051845396704533524,2.5104124546051025,0.017326307647368488,0.001603834139292731,0.08720286563038826,2.5050223767757416,1.5625e-05,1.0
78,5.052136337055879,0.05210491313653834,2.4988527438219856,0.017133308684124667,0.0015630404779906658,0.08772581443190575,2.5161308646202087,1.5625e-05,1.0
79,5.052087278927074,0.05205545289551511,2.580998785355512,0.01732113376698073,0.0015897681416176697,0.08714067004621029,2.5973391830921173,1.5625e-05,1.0
80,5.0524318358477425,0.052401228643515534,2.727323013193467,0.016862800673526877,0.0015300206141546369,0.08759458176791668,2.7362727224826813,1.5625e-05,1.0
81,5.051771893220789,0.051740328616955704,2.766012472264907,0.017139957998605335,0.0015767191481940886,0.08736686035990715,2.7763568460941315,1.5625e-05,1.0
82,5.0514247557696175,0.051393390359247434,2.8520439512589397,0.01708500405006549,0.0015676721985287527,0.08707181364297867,2.833655834197998,1.5625e-05,1.0
83,5.051879546221564,0.05184852572924951,2.9684275879579434,0.017037179540185368,0.0015482258270768559,0.08748789317905903,2.887754797935486,1.5625e-05,1.0
84,5.051675516016343,0.051644600489560294,2.8955818625057446,0.01706426086671212,0.0015492300735786557,0.08670608140528202,2.9364173412323,7.8125e-06,1.0
85,5.051552660324994,0.0515216654714416,3.065339256735409,0.017026347382103697,0.001552975394160432,0.08655909076333046,2.9815609753131866,7.8125e-06,1.0
86,5.05127934848561,0.05124858087476562,3.1036718873416675,0.01687585047500975,0.0015352821484317675,0.08801694586873055,3.0085881054401398,7.8125e-06,1.0
87,5.051450673271628,0.0514196107054458,3.2050397676580094,0.01703518782468403,0.0015522448195363669,0.0869690552353859,3.0950518250465393,7.8125e-06,1.0
88,5.051549154169419,0.05151850094690042,3.1655005426967846,0.0169406930970795,0.0015313967185861925,0.08735007233917713,3.0706471502780914,7.8125e-06,1.0
89,5.051212198594037,0.05118140468702597,3.213943397297579,0.016946958816226793,0.001542311264475917,0.0869198776781559,3.1967653930187225,7.8125e-06,1.0
90,5.051677479463465,0.05164655035032945,3.2475818325491512,0.01690935277763535,0.0015456252594423644,0.08673442527651787,3.183594733476639,7.8125e-06,1.0
91,5.051254749298096,0.05122373954338186,3.2547990434310017,0.016897133825456396,0.0015532414579544874,0.08825977332890034,3.2067715227603912,7.8125e-06,1.0
92,5.050833000856287,0.05080160323311301,3.3662158601424275,0.01694238744676113,0.0015682073255233904,0.08763859793543816,3.3306322395801544,7.8125e-06,1.0
93,5.05109624301686,0.051065812654354996,3.2461037355310776,0.01681622994296691,0.0015242702519411549,0.08820188790559769,3.2629565000534058,7.8125e-06,1.0
94,5.051213460810044,0.05118282007820466,3.4132869103375603,0.01677857799565091,0.0015326483955825953,0.08664783090353012,3.28527295589447,7.8125e-06,1.0
95,5.051221903632669,0.05119133631096167,3.4854959740358242,0.01671130396425724,0.001525784020914751,0.08625486679375172,3.3576610684394836,3.90625e-06,1.0
96,5.051036498125861,0.051005903631448746,3.497217935674331,0.016773086260346806,0.001529401955742608,0.08664589747786522,3.3345976769924164,3.90625e-06,1.0
97,5.051175033344942,0.05114456419559086,3.5109136665568634,0.016757333979887122,0.0015248178970068693,0.08666360192000866,3.389696568250656,3.90625e-06,1.0
98,5.051452973309686,0.051422180060078114,3.5555403372820686,0.016866204821888137,0.0015423989731489735,0.08731459639966488,3.441876173019409,3.90625e-06,1.0
99,5.050863125744988,0.05083210941623239,3.56739439683802,0.016869690926635966,0.0015525857246864367,0.08682911098003387,3.423221856355667,3.90625e-06,1.0
100,5.050797069773955,0.05076621100306511,3.4625171773573933,0.016857206273604843,0.0015435966745238094,0.08696800284087658,3.421848803758621,3.90625e-06,1.0
101,5.051048138562371,0.05101735101026647,3.5771478484658634,0.016826414010104013,0.0015392168493503157,0.08648502826690674,3.4745897948741913,3.90625e-06,1.0
102,5.051208355847527,0.051177216145922154,3.724320271435906,0.01686285567634246,0.0015513730947585666,0.08638420887291431,3.6546260714530945,3.90625e-06,1.0
103,5.050683919121237,0.05065290673690684,3.592506773331586,0.016856948242467994,0.0015476168859202195,0.08599629811942577,3.5531285405158997,3.90625e-06,1.0
104,5.051048671498018,0.05101813069161247,3.5465591655058017,0.016800336101475882,0.0015286108930869138,0.0871490053832531,3.5095616281032562,3.90625e-06,1.0
105,5.050445837133071,0.050415357903522605,3.6016422440023983,0.016743885134072864,0.001522273023831932,0.08662398345768452,3.5763911306858063,3.90625e-06,1.0
106,5.051043398240033,0.051012938075205856,3.6208997473997226,0.016745945438742638,0.0015203264295397436,0.08744085021317005,3.567733496427536,1.953125e-06,1.0
107,5.05079039405374,0.050759960185079014,3.692951370688046,0.016729517894632676,0.0015245166552417418,0.08727737329900265,3.561198651790619,1.953125e-06,1.0
108,5.050880768719842,0.050850350190611446,3.7179761914645924,0.016696180710021186,0.0015162005198790746,0.08645368181169033,3.6314410865306854,1.953125e-06,1.0
109,5.050450998194077,0.05042042648967575,3.6552142535938934,0.016737188815194017,0.0015284993809045239,0.08723750151693821,3.614518105983734,1.953125e-06,1.0
110,5.051072541405173,0.05046451354728026,3.7323139976052677,0.016664955107604757,0.0015232380041304756,0.08663562871515751,3.559282958507538,1.953125e-06,1.0
111,5.050473465639002,0.05044297676752595,3.6483882735757267,0.016680582590839443,0.0015215220354387864,0.08669921196997166,3.5221245288848877,1.953125e-06,1.0
112,5.050760128918816,0.05072991769103443,3.559850748847513,0.016657954739297137,0.0015103981816483771,0.0859333910048008,3.478789746761322,1.953125e-06,1.0
113,5.050797883202048,0.0507677142672679,3.5233422026914707,0.016670405645580852,0.001509428140707314,0.08653448894619942,3.4723935425281525,1.953125e-06,1.0
114,5.050959895638859,0.05092961034354042,3.6510789534624886,0.016614147626301822,0.0015166886013877742,0.08730820007622242,3.5546959936618805,1.953125e-06,1.0
115,5.050798808827119,0.0507687249166124,3.5376279915080353,0.016579333583221716,0.0015028708765064092,0.08614888973534107,3.548916459083557,1.953125e-06,1.0
116,5.051143505994012,0.051113225081387686,3.5427949709050797,0.016706130193436846,0.0015196935410666116,0.0881006307899952,3.5035779774188995,1.953125e-06,1.0
117,5.050589168772978,0.050558609997524935,3.554266705232508,0.01673178845906959,0.0015257312162943622,0.08690040931105614,3.5597121119499207,9.765625e-07,1.0
118,5.05060936422909,0.0505790142890285,3.5669768698075237,0.016715047990574557,0.001521926003453486,0.08649454452097416,3.5295810997486115,9.765625e-07,1.0
119,5.050873391768512,0.05084288207923665,3.6169933571535,0.01668595993781791,0.001519857474383624,0.0858372151851654,3.5660094618797302,9.765625e-07,1.0
120,5.050926068249871,0.05089552349904004,3.6058566991020653,0.016707542735864136,0.0015289142714155948,0.08617029711604118,3.551491290330887,9.765625e-07,1.0
121,5.0508152737337,0.050784808747908645,3.666411750456866,0.016674204236444307,0.0015231333125163527,0.08690855279564857,3.6038763523101807,9.765625e-07,1.0
122,5.050440311431885,0.05040981532896266,3.6649243270649627,0.016687917139600304,0.0015248665791552734,0.0865480974316597,3.5639795064926147,9.765625e-07,1.0
123,5.050785597632913,0.050755247911986184,3.6549042252933277,0.016675973201499265,0.0015213914037517766,0.0862486083060503,3.611562490463257,9.765625e-07,1.0
124,5.05058619555305,0.05055577286026057,3.682790517807007,0.01663776848684339,0.0015205820228027947,0.08660532906651497,3.5951595306396484,9.765625e-07,1.0
125,5.050616853377399,0.05058647188193658,3.7516666019664093,0.016604287659420687,0.001516670235158766,0.08632617257535458,3.626002937555313,9.765625e-07,1.0
126,5.050856870763442,0.050826469107585794,3.757747271481682,0.016608630909639245,0.0015189806067877833,0.08671858161687851,3.6351650953292847,9.765625e-07,1.0
127,5.05085490731632,0.050824614132151884,3.6069142397712257,0.016607784611337325,0.0015108008006149355,0.08667109906673431,3.6123360097408295,9.765625e-07,1.0
128,5.0506636114681465,0.05063334304620238,3.694125778534833,0.016603838323670274,0.0015092130873680992,0.08692590706050396,3.56267112493515,4.8828125e-07,1.0
129,5.051069091348087,0.05103892438551959,3.78994260114782,0.016572146183427644,0.0015104036326246226,0.08608401194214821,3.6557405591011047,4.8828125e-07,1.0
130,5.05057637831744,0.05054630470626494,3.6752783831428077,0.01662430090501028,0.0015058954835266752,0.08639664389193058,3.60097074508667,4.8828125e-07,1.0
131,5.050745571360869,0.0507153130191214,3.6133421028361603,0.01661098123911549,0.0015120150261175107,0.08673004060983658,3.5872139930725098,4.8828125e-07,1.0
132,5.050394955803366,0.05036473843981238,3.7442670709946575,0.01660408791812027,0.0015152249252423644,0.08677201345562935,3.6138835549354553,4.8828125e-07,1.0
133,5.050600472618552,0.050570051459705126,3.6754750363967,0.016631115666207147,0.0015180738683899537,0.08628844283521175,3.5669051706790924,4.8828125e-07,1.0
134,5.050232943366556,0.05020269137971541,3.6831203068003937,0.016642550992615083,0.0015143983764573932,0.08621297217905521,3.6321354806423187,4.8828125e-07,1.0
135,5.050525693332448,0.050495361361433476,3.791442730847527,0.016616121482323196,0.001513187266776667,0.08634187653660774,3.686926782131195,4.8828125e-07,1.0
136,5.060586340287152,0.05067950268002117,3.8478591442108154,0.01660235467202523,0.001509454847751733,0.08597691170871258,3.6857718229293823,4.8828125e-07,1.0
137,5.06843693116132,0.050500272608855194,3.7031292775098015,0.016627205535769463,0.0015162093605955735,0.0859886035323143,3.6517216563224792,4.8828125e-07,1.0
138,5.0506515783422135,0.05062143395052237,3.6649929214926327,0.016615465064259136,0.0015075184843119454,0.08679311908781528,3.5680725276470184,4.8828125e-07,1.0
139,5.050797827103558,0.05076745108646505,3.731773348415599,0.016625808880609626,0.001522801090579699,0.08601468242704868,3.6360575556755066,2.44140625e-07,1.0
140,5.050917008343865,0.050886732471339846,3.568972615634694,0.016647959237589556,0.0015140903004280785,0.08655070886015892,3.5652916729450226,2.44140625e-07,1.0
141,5.050407746258904,0.050377523855251426,3.7114888780257282,0.01659394789706258,0.0015090390259180876,0.08633921109139919,3.544229745864868,2.44140625e-07,1.0
142,5.051007635453168,0.0509775256847634,3.6826331194709327,0.016606500153155887,0.0015046650215106852,0.08675072714686394,3.5603936910629272,2.44140625e-07,1.0
143,5.050292912651511,0.050262767164146196,3.6328978258020737,0.016601683791069424,0.0015099656097043086,0.08716579899191856,3.5641341507434845,2.44140625e-07,1.0
144,5.050425809972427,0.05039557266761275,3.6626288610346176,0.01660135333590648,0.001507395042983048,0.08585969172418118,3.569045126438141,2.44140625e-07,1.0
145,5.050388813018799,0.050358590176876855,3.659805928959566,0.01659383690532516,0.0015089657595928978,0.08706553094089031,3.5691182911396027,2.44140625e-07,1.0
146,5.050280402688419,0.0502502804293352,3.647960732964908,0.016605918569599882,0.0015106933766647296,0.08647134341299534,3.557316929101944,2.44140625e-07,1.0
147,5.050735165091122,0.05070504327030743,3.715548276901245,0.016580962302053675,0.0015106563634403488,0.0864490456879139,3.59059938788414,2.44140625e-07,1.0
148,5.050681450787713,0.050651282729471434,3.6859744436600628,0.01657836851389969,0.0015113768236273352,0.08634459786117077,3.6015559434890747,2.44140625e-07,1.0
149,5.050419807434082,0.050389714539051056,3.687102528179393,0.01658629801343469,0.0015052271157722263,0.08584574609994888,3.6101884841918945,2.44140625e-07,1.0
150,5.050541064318488,0.050510894288035,3.6577710544361786,0.016603962682625827,0.0015055051429525895,0.08630474470555782,3.640520393848419,1.220703125e-07,1.0
